ID,Program category,University,Program,Degree,Major/Specialization,Academic or Professional,School/Department/College,Program link,Contact information,Description,Length,Career,Faculty,Enrolling semester,Application deadline,Application fee,Application material,Required tests,English requirement,Application review procedures,Admission decision timeline,Acceptance rate,Attendance rate of admitted students,# of students enroll per year,% of International students,% of Chinese students,Average GPA,Average/Desirable GRE,Undergraduate institutions represented by Chinese students,Tuition & fees,Books & Supplies,Living cost,Scholarships & Financial aid,Year of Founded,Public/Private,Enrollment,Location,Setting
196,Communication,University of Maryland,Master's Program in Journalism,Master of Journalism/M. A.,Journalism,Professional,Philip Merrill College of Journalism,http://www.merrill.umd.edu/masters-journalism,jour-grad@umd.edu,实践类新闻项目。Three tracks: Multi-Platform Journalism; Broadcast News; Returning Journalist。Faculty多是取得过非凡成绩的新闻从业者。学院及Washington DC提供了丰富的实践机会，学生将在Capital News Service Bureau实习一个学习来实践所学。,1.5 Years,,,Fall/Summer,15-Jan,$75,Resume/CV; Statement of Purpose; Letters of recommendation (3); Writing sample (3),GRE,"iBT, preferred 100 (Speaking 22, Listening 24, Reading 26, Writing 24), minimum 84 (Speaking 19, Listening 18, Reading 21, Writing 21).; IELTS, preferred 7.0, minimum 6.5. Admitted students above the preferred level must take an English proficiency placement exam upon their arrival on campus.",Rolling basis,Decisions available from Janunary through April,33.00%,,18,25.00%,,,"Verbal-600, Quantitative-600, Writing-5.0",,"$29,000","$1,200","$16,000",Merit-based fellowships and scholarships available,1856,Public,"37,272 (2013)","College Park, MD",Suburban
197,,University of Maryland,PhD in Journalism Studies,PhD,Journalism,Academic,Philip Merrill College of Journalism,http://www.gradschool.umd.edu/catalog/programs/jour.htm,"Prof. Sarah Oates, soates@umd.edu",,4-5 Years,,,Fall,15-Jan,$75, Statement of Purpose; Letters of recommendation (3); ,GRE,"iBT, preferred 100 (Speaking 22, Listening 24, Reading 26, Writing 24), minimum 84 (Speaking 19, Listening 18, Reading 21, Writing 21).; IELTS, preferred 7.0, minimum 6.5. Admitted students above the preferred level must take an English proficiency placement exam upon their arrival on campus.",Rolling basis,Decisions available from Janunary through April,,,,,,,School don't track,,"$29,000","$1,200","$16,000",Merit-based fellowships and scholarships available,,,,,
198,Communication,University of Massachusetts at Amherst ,Communication,M.A./PhD,Communication,Academic,Department of Communication,http://www.umass.edu/communication/graduate/degree-programs,"Kathleen M. Ready
Graduate Secretary, kmready@comm.umass.edu","Communication方向的学术项目。研究方向包括：Communication Theory；Intercultural Communication；Communication Policy；Media Effects；Critical Cultural Studies；Performance Studies；Cultural Production；Political Economy；Feminist Studies；Popular Culture；Film Studies；Rhetoric and Public Discourse；Global Communication Studies；Language and Social Interaction。Preparation for PhD. No terminal MA track.
",2 Years,,,Fall,2-Jan,$75,Statement of Purpose; Letters of recommendation (3); Prerequisites in related field,GRE,"iBT, minimum 80; IELTS, minimum 6.5",Review at one time,Decisions released by April 1,,,,,,,School don't track,,"$25,500","$1,200","$14,000",TA and RA available,1863,Public,"28,518 (2013)","Amherst, MA",Suburban
199,Communication,University of Memphis ,MA in Journalism,M.A.,Journalism,Academic/Professional,College of Communication & Fine Arts - Department of Journalism,http://www.memphis.edu/journalism/grad/future_grad.php,"Rick Fischer, Graduate Coordinator, rfischer@memphis.edu",融合理论与实践的新闻项目。适合继续深造或新闻、广告、公关的职业方向。,2 Years,,,Fall/Spring/Summer,Fall-Mar 1; Spring-Oct 1; Summer-Jun 1,$60,Resume or CV; Statement of Purpose; ,GRE,"iBT, minimum 80",Rolling basis,4 - 6 weeks of review time,70.0%,,20,15.00%,,School don't track,School don't track,,"$21,000","$1,200","$18,000",Funding opportunities available,1912,Public,"21,480 (2013)","Memphis, TN",Urban
200,Communication,University of Memphis ,MA in Communication (Communication Concentration),M.A.,Communication,Academic,College of Communication & Fine Arts - Department of Communication,http://www.memphis.edu/communication/masters.php,"Antonio de Velasco, Graduate Coordinator, adevelsc@memphis.edu","传播类的理论项目。学习传播理论、媒体理论、辩论理论类的课程。研究方向: Rhetoric, Politics, and Society; Health Communication; Media, Technology and Society 
",2 Years,,,,,$60,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 80",Rolling basis,4 - 6 weeks of review time,,,3 to 6,5.00%,,3.5,School don't track,,"$21,000","$1,200","$18,000",Funding opportunities available,1912,Public,"21,480 (2013)","Memphis, TN",Urban
201,Communication,University of Memphis ,PhD in Communication,PhD,Communication,Academic,College of Communication & Fine Arts - Department of Communication,http://www.memphis.edu/communication/doctoral.php,"Antonio de Velasco, Graduate Coordinator, adevelsc@memphis.edu","传播类的学术项目。研究方向: Rhetoric, Politics, and Society; Health Communication; Media, Technology and Society  申请者应从研究方向及Faculty背景入手选择符合自己研究兴趣的项目。
",3 Years,,,,,$60,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; Master degree in related field,GRE,"iBT, minimum 80",Rolling basis,4 - 6 weeks of review time,Unfixed,,6 to 8,5.00%,,,School don't track,,"$21,000","$1,200","$18,000",Funding opportunities available,1912,Public,"21,480 (2013)","Memphis, TN",Urban
202,Communication,University of Miami,Communication Studies (Health Communication Track),M.A.,Health Communication,Academic,School of Communication - Department of Communication Studies,http://com.miami.edu/graduate-communications-studies/graduate-health-communication,socgrad@miami.edu,学习人类传播的过程、并在某一交叉学科领域深入研究，培养批判性思维及研究技能。该项目关注健康医疗领域的人类传播知识及理论的学习。适合有意在公共健康事业从事信息传播设计并发布于媒体、政府、广告、公关组织等工作的申请者。,2 Years,,,Fall,1-Dec,$65,Statement of Purpose; Letters of recommendation (3); ,"GRE, minimum 297","iBT, minimum 100; IELTS, minimum 7.5",Rolling basis,4 weeks of review time,,,15,,,,Refer to minimum requirement,,"$32,500","$1,200","$18,000",Funding opportunities unavailable at School level,1925,Private,"15,657","Coral Gables, FL",Urban
203,Communication,University of Miami,Communication Studies (Intercultural Communication Track),M.A.,Global Communication,Academic,School of Communication - Department of Communication Studies,http://com.miami.edu/graduate-communications-studies/graduate-intercultural-communication,socgrad@miami.edu,学习人类传播的过程、并在某一交叉学科领域深入研究，培养批判性思维及研究技能。该项目关注跨文化领域的传播，即文化对传播过程的营销，以及不同文化对东西方国际关系政策的理解。适合在国际背景的组织中从事传播、培训、协商、交流等职业方向。,2 Years,,,Fall,1-Dec,$65,Statement of Purpose; Letters of recommendation (3); ,"GRE, minimum 297","iBT, minimum 100; IELTS, minimum 7.5",,,,,15,,,,Refer to minimum requirement,,"$32,500","$1,200","$18,000",Funding opportunities unavailable at School level,1925,Private,"15,657","Coral Gables, FL",Urban
204,Communication,University of Miami,Journalism,M.A.,Journalism,Academic/Professional,School of Communication  - Department of Journalism and Media Management,http://com.miami.edu/graduate-programs/graduate-journalism-mediamanagement,"Dr. Sig Splichal,  sig@miami.edu",融合理论与实践的新闻项目。在学习现代新闻知识的基础上，学生可以在广播新闻、新闻写作、多媒体新闻中选择专攻方向。学生还可以通过选修其他学院的课程来专攻某一领域的新闻报道。,1.5 Years,,,Fall,1-Dec,$65,Statement of Purpose; Letters of recommendation (3); ,"GRE, minimum 297","iBT, minimum 100; IELTS, minimum 7.5",,,,,15 to 20,50.0%,,School don't track,Refer to minimum requirement,,"$32,500","$1,200","$18,000",Funding opportunities unavailable at School level,1925,Private,"15,657","Coral Gables, FL",Urban
205,Communication,University of Miami,Public Relations,M.A.,Advertising/PR,Professional,School of Communication  - Department of Strategic Communication,http://com.miami.edu/graduate-public-relations,"Dr. Alyse Lancaster,  alancaster@miami.edu",公关方向的实践类项目。学习在国际市场环境下，如何推广商业产品及品牌。学习研究方法、新科技以传统媒体与新媒体的互动关系。学生有机会设计公关推广事件，并通过实习增强实践技能。,2 Years,,,Fall,1-Dec,$65,Statement of Purpose; Letters of recommendation (3); ,"GRE, minimum 297 (153 on Verbal)","iBT, minimum 100 (26 in each session); IELTS, minimum 7.5",,,,,15,28.00%,,3.25,Refer to minimum requirement,,"$32,500","$1,200","$18,000",Funding opportunities unavailable at School level,1925,Private,"15,657","Coral Gables, FL",Urban
206,Communication,University of Miami,PhD in Communication,PhD,Public Affairs,Academic,School of Communication ,http://com.miami.edu/graduate-ph-d-in-communication,"Dr. Jyotika Ramaprasad,  jyotika@miami.edu",运用公关学与新闻学的知识研究传播学的理论、研究与实践，同时关注新媒体及社会化媒体对人类行为改变的影响。 The School's Knight Center for International Media是学生学习的大本营。该中心注重传播对本地及全球人群的积极变化也赋予本项目关注传播所引起的正面变化的特点。,3 Years,,,Fall,1-Dec,$65,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; Master degree in related field,"GRE, minimum 297","iBT, minimum 100; IELTS, minimum 7.5",,,10.0%,,6,25.00%,,3.3,Refer to minimum requirement,,"$32,500","$1,200","$18,000",Fully refunded for 3 years,1925,Private,"15,657","Coral Gables, FL",Urban
207,Communication,University of Michigan,PhD in Communication Studies,PhD (No Terminal MA offered),Communication Studies,Academic,Department of Communication Studies,http://www.lsa.umich.edu/comm/graduate,"Amy Eaton, Graduate Program Coordinator, lsa-commphd@umich.edu","侧重于从社会学的角度研究文化、媒体和社会。研究方向包括：Media Effects; Media Psychology; Political Communication; Media and Public Opinion; Health and the Media; New and Emerging Media; the News Media; Analyzing Media Texts; Gender and the Media; Race, Ethnicity, and the Media; International and Comparative Media; Media Audiences; Media Industries; Historical Approaches to Media and Technology; and Media Law and Policy。",5Years,,,Fall,1-Dec,$75,"Personal Statement, Statement of Purpose, Letters of recommendation, Writing sample (optional)",GRE,"iBT, desired 101; IELTS,desired 7.0",,,10.0%,,5 to 7,Unfixed,Unfixed,3.7,School don't track,,N/A,N/A,N/A,Fully refunded,1817,Public,"43,710 (2013)","Ann Arbor, MI",College Town
208,Communication,University of Minnesota,MA in Mass Communication,M.A.,Communication,Academic,School of Journalism & Communication,http://sjmc.umn.edu/grad/massComm.html,"Rebecca Rassier, 
Student Services Coordinator, rassi003@umn.edu","大众传播方向的理论研究项目。研究方向有：Communication law and regulation; International mass communication; Media ethics; History of mass communication; Mass media structures, processes and effects",2 Years,,,Fall,15-Jan,$95,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 90 (Writing 21, Reading 19); IELTS, 6.5",Rolling basis,4 - 6 weeks of review time,15.00%,,5,20.0%,,3.5,Vebal over 150,,"$24,300","$1,000","$13,000",Funding opportunities available,1905,Public,"51,526 (2013)","Minneapolis, MN",Urban
209,Communication,University of Minnesota,PhD in Mass Communication,PhD,Communication,Academic,School of Journalism & Communication,http://sjmc.umn.edu/grad/phd.html,sjmc@umn.edu,"Communication方向的学术项目。学生毕业后从事Academia或在媒体、公关、传播类组织从事科研或咨询工作。研究方向：Communication law and regulation; International mass communication; Media ethics; History of mass communication; Mass media structures, processes and effects",4-5 Years,,,Fall,15-Jan,$95,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 90 (Writing 21, Reading 19); IELTS, 6.5",Review at one time,Decisions available from March 1,15.00%,,10,20.0%,,3.75 for graduate study,Vebal over 160,,"$24,300","$1,000","$13,000",Funding opportunities available,1905,Public,"51,526 (2013)","Minneapolis, MN",Urban
210,Communication,University of Minnesota,MA in Communication Studies,M.A.,Communication Studies,Academic,Department of Communication Studies,http://www.comm.umn.edu/grad/ma_program.html,"Mary Douglas Vavrus, Director of Graduate Studies, vavru001@umn.edu",Communication Studiess方向的理论项目。在理解Communication的基础上，研究传播对独立个体以及文化群体的影响。学生毕业后继续深造或从事传播领域的研究与教学工作。重点研究方向：Rhetorical Studies; Interpersonal Communication; Critical Media Studies,2 Years,,,Fall,2-Dec,$95, Statement of Purpose; Letters of recommendation (3); Writing sample,GRE,"iBT, minimum 79 (Writing 21, Reading 19); IELTS, 6.5",Rolling basis,4 weeks of review time,,,,,,,School don't track,,"$24,300","$1,000","$13,000",Assistantship and fellowships are available.,1905,Public,"51,526 (2013)","Minneapolis, MN",Urban
